Brand,Name,Product,Review,Grade
NARS,IMPASSIONED,Blush,"a “rich orchid.” It’s a muted, light-medium rosy pink with neutral-to-warm undertones and a matte finish.",B-
NARS,CRESSIDA,Eyeshadow,"a “shimmering midnight blue.” It’s a bright, medium-dark blue with a frosted finish. It is more muted and semi-opaque when applied dry, and it wore for seven and a half hours on me. When I applied it damp, the color was fully opaque and brighter, while longevity came in at eight and a half hours. The texture was a little drier and harder to blend out dry, and it was somewhat easier when applied damp, but it tended to dry unevenly.",B
NARS,KARI,Eyeshadow,"a “soft rose pink.” It’s a muted, medium rosy pink with neutral-to-warm undertones and a pearly shimmer-sheen. The powder had a soft, smooth consistency to the touch, and it was less dry compared to other shades in the range (I think it’s the lack of shimmer, relative to the other shades). It applied with lighter, semi-sheer coverage that wore for seven hours used dry, and it was fully opaque and wore for eight hours when applied damp.",A-
NARS,TARVOS,Eyeshadow,"an “icy mint.” It’s a subtly cool-toned, mint green with a frosted, slightly metallic finish. Applied dry, it was semi-sheer and appeared warmer-tone, while applied damp yielded nearly opaque coverage and a more metallic and cooler-toned sheen. The texture was soft, blendable, and smooth, though a little dry to the touch. It wore well for eight hours when applied damp but only six and a half hours when applied dry.",B+
NARS,"L'AMOUR, TOUJOURS L'AMOUR",Palette,"a new, limited edition eyeshadow palette that features twelve eyeshadows; four are over-sized and eight are more normally sized. What’s interesting to me is that I can’t find a single call out from the bran that the formula is any different than their typical powder eyeshadow, and I think that with the exception of mattes, they’re quite different. They have a much denser and creamier consistency–you can feel the silicone in it–that makes it comparable to newer formulas like Make Up For Ever Artist Shadows, MAC Colour Drenched Pigments, and Kat Von D Metal Crush Eyeshadows (to name a few). I personally find that NARS’ standard eyeshadow formula to be one of the weaker high-end formulations, though there are some that are great. This palette, overall, is significantly more pigmented, easier to work with, and more blendable than the majority of NARS eyeshadows I have tried to-date. I think the weakest point is that these creased on me at the seven-hour mark, so they definitely require a primer based on my testing for longevity.",B
DIOR,GLOWING NUDE (002),Highlighter,"a light-medium gold with warm, peach-brown tones and a luminous, slightly frosted sheen.",A-
DIOR,GLOWING PINK (001),Highlighter,"a cool-toned, pinkish-white with a luminous sheen.",A-
COLOUR POP,SANTOS,Blush,"a “soft golden bronze.” It’s a slightly muted, medium-dark bronzy brown with warm, rosy undertones and a pearly sheen. There’s a plum/rosy vibe I get from it that makes it appear less bronzy, especially as I blended it out (even against my warmer undertones). The texture was smooth, soft, and blendable without being too dry or too emollient. It had buildable color coverage from semi-sheer to opaque, depending on how you applied it (which is how it is described). This shade wore well for ten hours before fading.",A+
COLOUR POP,NEW LOWES,Blush,"a “cool-toned berry.” It’s a medium-dark berry with cool undertones and a matte finish. It had buildable coverage from semi-sheer to mostly opaque with a natural finish that wasn’t shimmery but not totally matte. The more this is blended out (and sheered out), the more it appears as a stain. The texture was smooth, thin, and a little drier compared to the more shimmery shades in the cheek color range. It was fairly blendable, but it wasn’t quite as effortless as Santos. It wore well for ten hours before starting to fade.",A
BITE BEAUTY,CONFECTION/MARMALADE,Palette,"a bright, pop of fuchsia pink paired with a warmer, medium orange. It’s another good set of shades that performs well and lives up to its claims! Bite’s Luminous Creme formula is very consistent for me, so I’m happy to see it is equally consistent in their mini duos.",A
COLOUR POP,PUPPY LOVE,Eyeshadow,a “soft peach with pink and gold duochrome.” It’s a light peach with warm undertones and an iridescent pink sheen. It read more pink sheen than duochrome to me (I couldn’t detect as much of a shift when moving my arm).,B+
MAC,FASHION LEGACY,Lipstick,"an “intense fire truck tred.” It’s a bright, medium-dark orange-toned red with warm undertones and a matte finish. It had rich pigmentation with a smooth consistency that delivered even coverage. It was easy to apply and dried down in about a minute or less. The color wore well for seven and a half hours, but the formula was moderately drying after four hours of wear.",A
MAC,MADEMOISELLE,Lipstick,"a “bright creamy coral.” It’s a light-medium, yellowed peach with warm undertones and a matte finish. It had mostly opaque pigmentation, though it had some visible streakiness at some angles (sometimes they were hardly noticeable). There was slight “cracking’ when I smiled, where you can see the color pulling away. This shade lasted for five hours before it had faded unevenly enough to require removal or reapplication. It was one of the more unique shades (to me) within this range, due to the yellower tones.",C+
MAC,TO MATTE WITH LOVE,Lipstick,"a “bright raspberry.” It’s a medium-dark, warm fuchsia pink with a matte finish. It was richly pigmented, and the color applied with really smooth, even coverage as well. While it was drying, it did wear for almost eight hours.",A
MAC,RECOLLECTION,Lipstick,"an “intense bright violet.” It’s a slightly brightened, medium-dark violet purple with subtle, cool fuchsia undertones and a matte finish. It had mostly opaque color coverage with a smooth, matte finish. It applied evenly for the most part, but there were a few areas that seemed to have less coverage than others; I didn’t think it was noticeable from a normal viewing distance, just up-close. The color wore well for six and a half hours but was moderately drying after four hours.",B+
MAC,TAILORED TO TEASE,Lipstick,"a “bright fuchsia.” It’s a medium-dark, fuchsia plum with warm undertones and a matte finish. It had good pigmentation that applied smoothly, but there was a dryness present to the end result that flaked off a little as powdery bits over time. The color wore well for six and a half hours, which was shorter than I’d expect for a deeper shade like this. The formula was, like other shades, drying for me.",B
MAC,HIGH DRAMA,Lipstick,"a “deep dark plum.” It’s a blackened plum with cool undertones and a matte finish. While a lot of the darker shades actually out-performed light and medium shades, this one was more of a miss. It needs at least two coats, if not a lip liner underneath just to manage some of the unevenness/streakiness present in the shade itself. It had semi-opaque coverage and a longer dry down time (two minutes). On me, it wore for seven hours and was moderately drying after four hours of wear.",C
MAC,OH LADY,Lipstick,"a “deep wine.” It’s a muted, medium-dark berry with cool undertones and a matte finish. It had semi-opaque color payoff where the natural lip still peeks through (and will ultimately influence the color and tone of it if you have stronger color in your natural lips). The texture was a little thinner and runnier compared to other shades in the range. This shade wore for seven and a half hours and was moderately drying after five hours.",A-
MAC,SNUGGLE UP,Lipgloss,"a “bright pinky lilac.” It’s a medium, fuchsia-tinted purple with subtle, warm cool undertones and a cream finish. It had semi-sheer to semi-opaque pigmentation with a smooth consistency. Applied, it was uneven and streaky. I didn’t notice the gloss in lip lines too much, but it did become more noticeable as the day went on. This shade lasted for four and a half hours on me.",B-
MAC,MARVEL-LUSH,Lipgloss,"a “bubblegum pink.” It’s a light, cool-toned pink with a creamy, milky finish. It had semi-opaque color payoff with a creamy texture that was comfortable to wear over a four hour period, but the application is streaky and uneven. Some of the color emphasized and pulled into lip lines over time as well.",B
MAC,LOVE BUZZ,Lipgloss,"a “fuchsia pink.” It’s a slightly muted, medium-dark fuchsia pink with cool, blue undertones and a creamy finish. This one seemed like the shiniest of the set! Unfortunately, it applied streakily, so it didn’t look the best on. It had semi-opaque pigmentation and was comfortable to wear, at least. On me, the color wore for five hours.",B+
TOO FACED,METALLIC CHOCOLATE DIAMONDS,Lipstick,"a light-medium taupe brown with silver glitter. It is chunkier glitter compared to the other two shades, as well as when compared against the Metals in general. I was surprised that the texture wasn’t grittier, but it was fairly smooth until the gloss wore away. It applied fairly evenly, lasted for two and a half hour (though glitter stuck around for longer), and was lightly hydrating. It’s nowhere near as pigmented as described or as most of the previously released Metals have been.",C-
TOO FACED,METALLIC CHOCOLATE CANDY BAR,Lipstick,"a muted, medium-dark coppery brown with warm, yellow undertones and fine yellow gold shimmer. It had semi-sheer color payoff with a glossy sheen. The texture was lightweight, smooth, and comfortable to wear (I couldn’t feel the shimmer), but the wear time was a mere three hours. It was lightly hydrating, though!",C+
TOO FACED,METALLIC FROZEN HOT CHOCOLATE,Lipstick,"subdued, medium-dark rosyb rown with warm, reddish undertones and fine gold pearl. It had semi-opaque color payoff–it was the most pigmented of the three–that covered well and wore for four hours overall. The formula was moisturizing and comfortable to wear.",B+
MAC,OH HONEY,Lipstick,"a “warm chocolate.” It’s a muted, medium, peachy brown with warm undertones and a satin-matte finish. It had fairly good color payoff, though not fully opaque, with a lightly creamy texture that was thin but applied evenly. The color lasted for four hours and faded slightly unevenly, and it was, unfortunately, slightly drying as well.",B
MAC,PROMISE ME,Lipstick,"a “soft beige nude.” It’s a light, rosy beige with warm undertones and a semi-matte finish. The texture was thin and velvety, so it didn’t tug, but it emphasized every imperfection on the lips. It had a dry look to applied, even though it didn’t feel particularly dry or clingy. It settled into lip lines and faded unevenly, while total wear was only three hours.",C-
MAC,REDDY TO GO,Lipstick,"a “deep brick red.” It’s a deep, slightly muted red with subtle, warm undertones and a semi-matte finish. It had good color payoff, though not fully opaque, paired with a lightly velvety, smooth texture that glided on without issue. The color wore well for almost six hours, and it was just a bit drying after four hours of wear.",A-
TOO FACED,LOVE FLUSH,Palette,"six, miniature-sized blushes–all six that exist in the Love Flush range. The palette contains $52 worth of blush, and it is a nice way to try six for less than the price of two full-sized ones. I love the concept, and I think the quality is on-par with or better than the permanent, individual pans that came out. The big takeaway is that I think the formula is better than it rates, as it primarily gets dinged for not lasting the 16-hours promised (wear is between eight and ten hours), so if getting half the stated wear-time isn’t a deal-breaker, the formula is well-worth a look, whether an individual shade or the palette. The shades were extremely consistent with the individual compacts I tested previously; I specifically tested the shades in the palette for quality and wear, but for the photos of the blushes on my face, those were taken from original reviews.",B
OCC,MOSH,Lipstick,"a “brick burgundy metallic.” It’s a deep, reddish burgundy with fine copper/gold shimmer and a natural sheen. It was richly pigmented with a light-medium weight consistency that had some slip, which I found caused feathering after four hours of wear (though the color itself was still going strong after six hours). I was impressed at how even it applied, as darker shades (especially when liquid or slippery) tend to apply poorly. It was neither drying nor hydrating.",A-
OCC,STUD,Lipstick,"a “greyed aubergine matte.” It’s a dark, muted purple with a cream finish. It had opaque color coverage with a light-medium-weight consistency–it was one of the thicker shades on the collection–that applied smoothly and evenly. The color was still going strong after six hours of wear, and the formula was a little drying after seven hours of wear.",A
MAC,CHEEK POLLEN,Blush,"a “warm nude [with a Satin finish].” It’s a medium-dark brown with warm undertones and a satin shimmer-sheen finish. It was richly pigmented with a really soft, smooth, almost buttery consistency that applied well to the skin. It blended out beautifully, while the satin finish gave the skin luminosity without emphasizing pores. On me, it lasted for eight hours.",A
MAC,SPELLBINDER,Blush,"a “pastel yellow pink [with a Satin finish].” It’s a slightly softened, light-medium pink-coral with warm undertones and a satin sheen. It had good color payoff and a soft, smooth texture that blended out easily on the skin. The sheen becomes more pronounced the more it is buffed into the skin. This shade wore well for eight hours on me before fading.",A-
NYX,NARCISSISTIC,Highlighter,"a light, golden peach with warm undertones and a luminous sheen. It had a soft, lightly powdery consistency that was blendable and didn’t read dry or powdery on the skin. The powder imparted a soft but noticeable glow to the skin without adding a lot of color on my skin tone (but fairer complexions may see more warmth). It wore well for seven hours on me.",B+
NYX,CHAOTIC,Highlighter,"a light-medium pink with warm undertones and a golden shimmer and sparkle. The texture was looser–noticeably drier–and a little powdery to work with. The shimmer was stronger in this shade than in Narcissistic as well. It worked more as a highlighting blush on my skin tone, and it may be more or less a blush or highlighter depending on your own skin tone. It just barely emphasized pores on my cheeks. The highlighter started to fade after seven hours of wear.",B-
BUXOM,PINK COQUETTE,Lipstick,"a “satin bright warm pink.” It’s a light-medium, yellow-toned pink with a creamy, glossy finish. It had mostly opaque color payoff with a creamy, emollient texture that had a moderate amount of slip. The formula was moisturizing and comfortable to wear, but it only lasted for four hours with minor settling into lip lines.",B+
BUXOM,ULTRAVIOLET,Lipstick,"a “matte bright violet.” It’s a bright, medium-dark magenta purple with cool undertones and a flat, matte finish. This was the most matte shade that I tried from the six I bought. It had good pigmentation with a velvety-smooth texture that didn’t drag or tug on the lips, but it does cling slightly. On me, the color wore well for six hours and was neither drying nor hydrating.",A
BUXOM,VOODOO SPICE,Lipstick,"a “matte deep blue red.” It’s a deep, burgundy red with subtle, cooler pink tones and a semi-matte finish. It had good color coverage (almost opaque but not quite!) that applied evenly and smoothly without tugging on the lips. On me, it wore for a solid six hours and was very slightly hydrating.",A-
GIORGIO ARMANI,#402 RED TO GO,Lipgloss,"a bold, bright orange-red with warm undertones and a creamy, high-shine finish.",A-
TOM FORD BEAUTY,MISBEHAVED (49),Lipstick,"a medium, orange-coral with warm undertones and a soft shine–a little more than a satin but not glossy. The texture was smooth, creamy, and easy to apply as it glided on without tugging and deposited nearly opaque coverage evenly. On me, this shade stayed on well for four and a half hours and was lightly hydrating.",A
TOM FORD BEAUTY,SO VAIN (50),Lipstick,"a muted, medium-dark rosy plum with warm undertones and very fine gold shimmer. It had a nice, creamy texture that was easy to use and comfortable to wear, while it also distributed the color evenly. This shade had mostly opaque color payoff and lasted for four and a half hours on me. It was moderately moisturizing as well.",A
GIORGIO ARMANI,#400 FOUR HUNDRED,Lipgloss,"a medium-dark red with cool, blue undertones and a cream finish.",A-
TOO FACED,LA PETITE MAISON,Palette,"twelve eyeshadows in mostly neutral shades, but there is a pop of lavender and purple. It’s exclusive to Ulta, and of course, limited edition. I think it’s one of the better offerings from Too Faced this year, but it’s not my favorite that they’ve done.",B
TOM FORD BEAUTY,BARE PEACH (23),Lipstick,"a light-medium, peachy coral with warm, orange undertones and very fine pearl. It had semi-opaque pigmentation, but it was definitely thinner and more translucent compared to a lot of the permanent range (typically shades without shimmer). The texture was thin but not gritty (I couldn’t feel the shimmer) and applied evenly. It lasted for four hours on me and was neither drying nor hydrating.",B+
TOM FORD BEAUTY,SOMETHING WILD (46),Lipstick,"a brightened, medium-dark pink-coral with warm undertones and a natural sheen. It had mostly opaque pigmentation with a nicely creamy consistency that glided onto the lips easily and delivered smooth, even coverage. The color wore well for five hours and was moderately hydrating.",A
NYX,SUMMER,Blush,"medium, pink-coral with warm undertones and gold pearl.",A-
NYX,TUSCAN,Blush,"a bold, bright coral-red with warm undertones and a satin finish.",B+
MARC JACOBS BEAUTY,HOLIDAY 2015,Palette,"seven, travel-sized eyeliners; two shades are limited edition and exclusive to the set, while five are from the permanent range. I don’t see it on Sephora currently, but it is still available through Marc Jacobs directly. I was really disappointed by the set, because every single eyeliner was dry as a bone when swatched to the point where just trying to swatch it resulted in all but one of the eyeliner’s tips breaking off. After the tip broke, the eyeliners were soft and creamy, which is why it’s so frustrating that the exterior coating to the pencil is so bad that it completely impedes the product’s performance. The one eyeliner that didn’t break still remains firmer and harder to use after three uses. This makes it harder to rate, because unless you break off the tip, they’re difficult and poor-performing, but since by the nature of just how firm they were, they inevitably broke (without me trying at all; in fact, I was trying NOT to!) and were much better. I’ve found that the full-sized, permanent formula has similar issues where some shades are creamy and easy-to-apply from the get-go and others are drier, firmer (and some have never gotten better for me). This inconsistency is the worst part about an otherwise impressive formula that wears nine to ten hours and comes in an assortment of more unique shades (some are more typical shades, of course). I didn’t have such significant texture issues with last year’s set. That being said, you will find the scores reflecting that these are not of the same quality as others I have tried (primarily in the overall quality and texture scores).",B-
TOO FACED,LE GRAND CHATEAU,Palette,"three palettes, plus a travel-sized Better Than Sex Mascara. Each palette contains six eyeshadows and a face product (either a blush or bronzer). It’s a decent set with some hits and misses, and in general, there was just a dustiness/powderiness to some shades that resulted in either slightly sheerer color payoff or shorter wear time (things that a decent primer should fix quite well).",B
COLOUR POP,EXIT,Eyeliner,"a “true bright white.” It’s a bright white with neutral-to-cool undertones and a matte finish. It was mostly opaque in a single stroke, and it was buildable to totally opaque coverage. The texture was creamy and glided on without tugging on the lash line. It lasted for nine hours on me.",A
COLOUR POP,PUNCH,Eyeliner,"a “brilliant canary yellow.” It’s a bright, sunshine yellow with a matte finish. It had nearly opaque pigmentation in a single pass (which is impressive for any liner, especially a yellow one!). The texture of the pencil was soft, smooth, and creamy, which helped it apply smoothly and evenly on the lash line. The color wore well for eight and a half hours before thinning.",A
CHARLOTTE TILBURY,MIDNIGHT SEDUCTION + SAPPHIRE,Palette,"a navy blue-themed duo, featuring a powder eyeshadow and pencil eyeliner. The eyeshadow is nice, but the eyeliner was a miss.",B-
STILA,SENDING MY LOVE,Palette,"three cheek colors, five eyeshadows, an eyeliner, and a lipgloss. I was pleasantly surprised by this set! It’s not particularly unique, but it’s well-done and high quality.",A-
COLOUR POP,BOOGIE,Lipstick,"a “vibrant violet red with turquoise glitter.” It’s a medium-dark, berry purple with cool, blue undertones and subtle sparkle over a semi-matte finish. It had mostly opaque color payoff that applied evenly. The texture had a slight grit to it from the sparkle, but it didn’t drag when applied. It lasted for over six hours, but it was somewhat drying.",B+
COLOUR POP,PEPPERMINT,Lipstick,"a “warm peachy nude.” It’s a medium, peachy orange with warm undertones and a natural sheen. It had rich, opaque pigmentation that applied evenly with a lightly creamy consistency that didn’t drag and was comfortable to wear. The color lasted for four and a half hours, and the formula was neither drying nor hydrating while worn.",A
COLOUR POP,SILK,Lipstick,"q “rich deepened burgundy.” It’s a medium-dark, muted red with a hint of cooler, pink tones and a semi-matte finish. It reminded me of a poinsettia. It had semi-opaque pigmentation, but it didn’t entirely cover my lip freckle, so some of the natural lip color will come through (mine is lighter, so it doesn’t alter the lipstick color much, if at all). It had a lightly creamy texture that applied without tugging. The color was still going strong after six hours of wear, but it was mildly drying.",A-
COLOUR POP,FAMOUS,Eyeshadow,"a “soft subtle gold.” It’s a light, yellowed gold with warm undertones and a pearly sheen. It had good pigmentation with a smooth, creamy texture that felt almost wet to the touch, but it still had the mousse-like consistency you’d expect from ColourPop’s eyeshadow formula. It applied well with true-to-pot color and coverage, and the eyeshadow looked as good ten hours later as it did when I applied it.",A
COLOUR POP,CHEAP DATE,Eyeshadow,"a “true gold … with silver sparkles.” It’s a medium, yellow gold with warm, brown undertones and silver sparkle over a metallic finish. It was intensely pigmented with a creamy, smooth texture that was easy to blend out. It has a little more texture to it, so it could have gone on a little more smoothly on the lid with a brush (with a fingertip, it was fine). The color showed no signs of fading or creasing after ten hours of wear.",A
COLOUR POP,DGAF,Eyeshadow,"a “medium-toned rusty brown … with gold glitter.” It’s a medium, reddish-brown with warm, orange undertones and a lot of gold glitter. It was richly pigmented, creamy, smooth, and blendable. A few sparkles fell out while blending out the edges, but I didn’t have any fall out during wear, and it was still going strong after ten hours of wear.",A+
COLOUR POP,MOONSHINE,Eyeshadow,"a “rich chocolate brown coated with gold glitter.” It’s a medium-dark, chocolate brown with warm, orange undertones and a gold sparkle. It was incredibly soft, creamy, and smooth–very dense–and intensely pigmented. This shade went on beautifully, and it was easy to work with as it didn’t lose intensity but still diffused around the edges without a lot of work. The color wore for ten hours without fading or creasing.",A+
COLOUR POP,RHINESTONE,Eyeshadow,"a “deep blue green.” It’s a muted, blackened bluish-teal with a pearly shimmer. It had semi-opaque coverage, and it was somewhat buildable, but it had a little more slip to the consistency that made it harder to really layer for opaque coverage. The texture was smooth and blendable, and it still lasted a long time (ten hours).",A-
COLOUR POP,ELECTRIC SLIDE,Highlighter,"a “true gold.” It’s a light-medium, yellow gold with a pearly shimmer-sheen finish–pretty much just as the brand described it. The texture was smooth, creamy, and a cinch to blend out on the skin. I love that the formula can be used over foundation without disturbing your base products. The coverage is semi-sheer to opaque, depending on how much you apply initially or with what, which is in line with what the formula is supposed to be. The color was going strong after ten hours of wear.",A+
COLOUR POP,LEOPARD,Eyeshadow,"a “vivid violet blue.” It’s a meidum-dark purple with cool, blue undertones and a satin-matte finish. It had semi-opaque coverage, and it was blendable along the edges, but the texture was dry and prone to crumbling when I applied too much pressure on it. Pressed Pigments are “not intended for the eye area,” so keep that in mind 🙂 I wore it as a blush, and it lasted for nine hours.",C-
URBAN DECAY,GWEN STEFANI,Palette," fifteen eyeshadows–twelve that are new, three that are repromotes–housed in a compact palette. It’s a good palette filled with mostly warm-toned neutrals in light and medium shades. The pops of color make it a little less typical, but I’m not sure they were the most suitable shades for this palette. I wish there was more differentiation between some of the shades, particularly in undertone. I personally wish that they had taken more inspiration from the artist’s body of work so that they could create a more versatile palette that would work with more skin tones than such a literal translation of Stefani’s look. If you like the shades and don’t already have a lot of neutral palettes, the quality is there, and the palette is a great value–$228 worth of eyeshadows!",B+
BOBBI BROWN,PALE MAUVE,Lipstick,"a “light pinky mauve.” It’s a light-medium pink with neutral-to-warm undertones and a natural sheen. The consistency was creamy, light-medium in weight, and glided on without tugging, but it wasn’t fully opaque and tended to accentuate lip lines. The color settled into lip lines over time, and the lipstick lasted for four hours on me with light hydration. This shade is a VIB Rouge exclusive.",B-
BOBBI BROWN,DOWNTOWN PLUM,Lipstick,"a “neutral brown berry.” It’s a muted, medium-dark plummy brown with warm undertones and a soft shine. It was richly pigmented with a really smooth, creamy consistency that applied beautifully to lips–even, lush color. The color wore well for almost six hours and was moisturizing while worn.",A+
MAC,VON TEESE,Lipstick,"a “vivid tomato red [with a Matte finish].” It’s a bright, medium red with warm, orange undertones and a matte finish.",A
BITE BEAUTY,MAUVEMBER,Lipstick,"a muted, medium pinky lavender with subtle, cool undertones and a natural sheen.",A-
CHANEL,SIGNE PARTICULIER,Palette,"a limited edition palette for the holidays. I normally enjoy the formula Chanel uses with this type of imprint, but this year’s wasn’t as impressive–two shades were silky but powdery and two were drier on the skin. I would have loved to see the gold shade replaced with something distinctively cool-toned, which I think would make it more unique.",C+
YVES SAINT LAURENT,LE NU (70),Lipstick,"a “basic nude.” It’s a light-medium, rosy beige with warm undertones and a pearly sheen. It had semi-opaque color payoff with noticeable translucency, which will let your natural lip color come through. The consistency was lightweight, thinner but still creamy, and applied evenly but the color gathered in lip lines after three hours of wear (total wear time was four hours).",B+
YVES SAINT LAURENT,BLACK RED (71),Lipstick,"a rich, medium-dark burgundy red with subtle, warm undertones and a natural finish. It had nearly opaque color coverage with a creamy, smooth texture that glided on effortlessly and covered well. On me, the color lasted for nearly six hours, was comfortable to wear, and was hydrating, too. This shade is limited edition and exclusive to Sephora VIB Rouges (no idea if they’ll ever release it to VIBs/BIs).",A
YVES SAINT LAURENT,CORAIL URBAIN (51),Lipstick,"a “medium peach orange.” It’s a light-medium, pink-coral with warm undertones and fine white pearl. It had mostly opaque pigmentation that applied fairly evenly, though there was still some translucency where the natural lip color came through slightly. The color wore well for four hours and was lightly hydrating over time, but I had some of the color pull into lip lines after two and a half hours of wear.",B+
YVES SAINT LAURENT,MAUVE NIHILISTE (58),Lipstick,"a “deep mauve.” It’s a medium-dark, magenta purple with subtle, warmer undertones paired with lilac and white pearl. It had semi-opaque coverage that went on evenly and smoothly. The color lasted for four hours, was comfortable and lightly hydrating over time, and didn’t pull into lip lines like Corail Urbain did.",B+
BOBBI BROWN,PINK SAND,Lipstick,"a light-medium peach with subtle, warm beige tones and a natural sheen. It had great pigmentation with a lightweight, creamy consistency that glided on without tugging, and I was impressed at how even the color applied for a lighter shade. The color lasted for four hours, but I had some color settle into lip lines.",B+
BOBBI BROWN,HOT ROSE,Lipstick,"a bright, medium-dark fuchsia pink with strong, blue undertones and a natural sheen. It had fully opaque coverage with a creamy, comfortable texture that applied smoothly and evenly. This shade lasted for six hours on me and left behind a noticeable stain.",A+
BOBBI BROWN,BRIGHT PEONY,Lipstick,"a “bright yellow pink.” It’s a brightened, medium pink with warm, yellow undertones and a luminous sheen. It had rich, opaque color payoff that applied evenly and lasted for four and a half hours on me. The formula was nicely hydrating, but I noticed some color pulled into lip lines after three hours of wear.",A-
LAURA MERCIER,MATTE TO METAL,Palette,"six miniature-sized eyeshadow pencils. Four shades are part of the permanent range, while two (Ganache and Aubergine) are limited edition. The Caviar Stick formula is supposed to “glide on smoothly” and “blend effortlessly” while also being “long-wearing, transfer- and crease-resistant” with “rich colour payoff.” Most of the shades I have tested from the formula are very good and true to the claims, though occasionally a shade is less pigmented or less blendable (but wear seems to be most consistent). The set contains $86.90 worth of product.",A
NARS,ONE SHOCKING MOMENT,Palette,"a highlight/contour duo, bronzer, and four blushes. Two of the blushes (Robotic and Blasphemy) are limited edition and exclusive to the palette, while the other products are part of the permanent range. For those keeping track of value, this palette contains: $36 worth of contour/highlight duo, $40 worth of bronzer (it is actually larger than a full-sized bronzer), and $90 worth of blush, which yields a total value of $166; this is good as far as palettes go, and it’s particularly good for high-end and for the NARS brand. I do think that a contouring duo is risky, since it will not suit all skin tones, and of course, we have seen Laguna umpteen amount of times, so that might be a waste for those who have a few NARS palettes already! Otherwise, it’s a decent to good palette that will be best for those who like buildable blushes, rather than richly pigmented ones.",B
GIORGIO ARMANI,ROSE PLATINUM (16),Eyeshadow,"a very pale, light-medium silvery lavender with flecks of warmer gold micro-shimmer. The color is interesting, because it’s both cool and warm; when applied at full coverage, it is cooler, but if sheered out, the gold shimmer seems to come more to the forefront and gives it a warmer appearance. The texture was lightweight, smooth, blendable, and semi-opaque to opaque. I prefer using a separate brush with these than the applicator (also, more sanitary! and given each of these contain so much product, I avoid double-dipping to maximize the life of the product!). The color lasted for twelve hours before creasing slightly (marketed as 16-hour wear).",B+
GIORGIO ARMANI,HOLLYWOOD (17),Eyeshadow,"a subdued, light-medium peachy gold with warm, brown udnertones and a metallic sheen. It had mostly opaque color coverage with a creamy, blendable texture that didn’t dry too fast or too slow, so it was easy to work with. The color lasted for thirteen hours on me.",B+
GIORGIO ARMANI,SILVER MIRAGE (18),Eyeshadow,"a light-medium, taupe brown with subtle, warm undertones and almost silver-like sheen. It had good pigmentation, and it was totally opaque when I later applied it on my lid with a brush, but the formula seems to yield somewhat variable results based on the pull of product–sometimes it is thinner, sometimes it is thicker. The texture is lightweight, easy to blend and apply to the skin, and dries down nicely. The color started to crease slightly after thirteen hours of wear.",B+
ANASTASIA,SELF-MADE,Palette,"a new, limited edition palette for the holidays that features 14 eyeshadows in various hues. The palette leans more neutral than colorful or bright, but there are a few pops of color (pink, purple, aqua). Probably the biggest surprise here is that there are only two official mattes and then one or two more that are satin-to-matte (like the black eyeshadow is effectively quite matte in practice). This is one of the best Anastasia palettes I’ve tried to-date; it is well-worth the price point, and I think the color selection is at least a little more interesting than most palettes.",B+
MAKEUP GEEK,CONFECTION,Eyeshadow,"a “blush pink with very subtle gray undertones and a matte finish.” It’s a pale, light pink with neutral-to-cool undertones and a matte finish. It was soft but powdery, and it accentuated the texture of my lid and clung to it in patches, which made the area look drier. It lasted for six and a half hours.",C
MAKEUP GEEK,ENCHANTED FOREST,Eyeshadow,"a “medium gray with strong brown undertones and a matte finish.” It’s a soft, medium-dark taupe that leans gray with subtle, warm undertones and a matte finish. The texture was very soft but also quite powdery, so you’ll want to apply less than you think you need and then build-up the color if necessary. It had good color payoff and lasted for seven hours on me.",B-
MAKEUP GEEK,CONCRETE JUNGLE,Eyeshadow,"a “deep ivy green with black undertones and a matte finish.” It’s a muted, dark green with subtle, warm undertones and a matte finish. It had good color payoff with a lightly dusty texture that was prone to sheering out on the lid and took some extra time to blend out. The color started to fade after seven hours of wear.",D+
MAKEUP GEEK,BEDROCK,Eyeshadow,"a “deep gray with subtle purple undertones and a matte finish.” It’s a muted, medium-dark gray with cool undertones and a matte finish. It had semi-sheer pigmentation with a dusty, thin consistency that was quick to fade (six hours). It was hard to maintain intensity on bare skin, as it would sheer out.",B-
MAKEUP GEEK,VINTAGE,Eyeshadow,"a “medium brown with mauve undertones and a matte finish.” It’s a muted, medium-dark reddish plum with warm undertones and a matte finish. It had semi-sheer to semi-opaque color payoff that was somewhat buildable. The texture was thin, lightly dusty, and prone to sheering out. On me, the color wore for six hours before fading.",C-
MAKEUP GEEK,FUJI,Eyeshadow,"a “bright apple green with a demi-matte finish.” It’s a light-medium, chartreuse green with warm, yellow undertones and a satin finish. It had semi-opaque pigmentation with a lightly powdery texture. The color lasted for seven and a half hours on me.",B-
MAKEUP GEEK,DRAGONFLY,Eyeshadow,"a “bright medium teal with a matte finish.” It’s a muted, medium-dark green with a hint of cooler, blue undertones and a matte finish. It had good color payoff with a soft, fairly smooth texture that was rather dusty. It sheered out quite a bit on bare skin, and it faded after six hours.",C
MAKEUP GEEK,BOO BERRY,Eyeshadow,"a “denim blue with gray undertones and a matte finish.” It’s a muted, medium-dark cornflower blue with a matte finish. It had sheer color payoff that was difficult to build-up, even when patted on with a flat, dense brush. The only way it could be workable is over a slightly tacky, white base, which would give it something to cling to and help intensify the shade. The texture was incredibly powdery, which made it even harder to work with and prone to patchiness on the skin.",F
